year,country_name,marker,value,country_code,units
2022,Lithuania,Adaptation,10190.5,LTU,USD current
2022,Lithuania,Cross-cutting,2178693.8,LTU,USD current
2022,Lithuania,Mitigation,69397.5,LTU,USD current
2012,Luxembourg,Adaptation,11584075.0,LUX,USD current
2012,Luxembourg,Cross-cutting,11343365.0,LUX,USD current
2012,Luxembourg,Mitigation,1832749.0,LUX,USD current
2013,Luxembourg,Climate unspecified,5895899.5,LUX,USD current
2013,Luxembourg,Adaptation,9650574.0,LUX,USD current
2013,Luxembourg,Cross-cutting,17310024.0,LUX,USD current
2013,Luxembourg,Mitigation,1196690.0,LUX,USD current
2014,Luxembourg,Climate unspecified,6798011.5,LUX,USD current
2014,Luxembourg,Adaptation,5780146.0,LUX,USD current
2014,Luxembourg,Cross-cutting,25704532.0,LUX,USD current
2014,Luxembourg,Mitigation,6696022.0,LUX,USD current
2015,Luxembourg,Climate unspecified,5933215.5,LUX,USD current
2015,Luxembourg,Adaptation,9208546.0,LUX,USD current
2015,Luxembourg,Cross-cutting,16054122.0,LUX,USD current
2015,Luxembourg,Mitigation,5711820.0,LUX,USD current
2016,Luxembourg,Climate unspecified,6996413.0,LUX,USD current
2016,Luxembourg,Adaptation,10036582.0,LUX,USD current
2016,Luxembourg,Cross-cutting,19878386.0,LUX,USD current
2016,Luxembourg,Mitigation,10913084.0,LUX,USD current
2017,Luxembourg,Climate unspecified,8537988.0,LUX,USD current
2017,Luxembourg,Adaptation,7757826.0,LUX,USD current
2017,Luxembourg,Cross-cutting,9233388.0,LUX,USD current
2017,Luxembourg,Mitigation,7504009.0,LUX,USD current
2018,Luxembourg,Climate unspecified,10007706.0,LUX,USD current
2018,Luxembourg,Adaptation,11154272.0,LUX,USD current
2018,Luxembourg,Cross-cutting,6377754.5,LUX,USD current
2018,Luxembourg,Mitigation,8453188.0,LUX,USD current
2019,Luxembourg,Climate unspecified,12107122.0,LUX,USD current
2019,Luxembourg,Adaptation,9218888.0,LUX,USD current
2019,Luxembourg,Cross-cutting,10933170.0,LUX,USD current
2019,Luxembourg,Mitigation,1338329.0,LUX,USD current
2020,Luxembourg,Climate unspecified,11372799.0,LUX,USD current
2020,Luxembourg,Adaptation,1112185.2,LUX,USD current
2020,Luxembourg,Cross-cutting,2403237.2,LUX,USD current
2021,Luxembourg,Climate unspecified,13864474.0,LUX,USD current
2021,Luxembourg,Adaptation,12168324.0,LUX,USD current
2021,Luxembourg,Cross-cutting,10852358.0,LUX,USD current
2021,Luxembourg,Mitigation,2214274.0,LUX,USD current
2022,Luxembourg,Climate unspecified,11129386.0,LUX,USD current
2022,Luxembourg,Adaptation,30388944.0,LUX,USD current
2022,Luxembourg,Cross-cutting,25527068.0,LUX,USD current
2022,Luxembourg,Mitigation,260400.0,LUX,USD current
2015,Malta,Climate unspecified,323371.44,MLT,USD current
2016,Malta,Climate unspecified,2641.82,MLT,USD current
2017,Malta,Climate unspecified,745086.75,MLT,USD current
2018,Malta,Climate unspecified,189934.64,MLT,USD current
2019,Malta,Climate unspecified,307575.4,MLT,USD current
2020,Malta,Climate unspecified,55495.97,MLT,USD current
2021,Malta,Climate unspecified,225217.94,MLT,USD current
2022,Malta,Climate unspecified,1299927.2,MLT,USD current
2021,Monaco,Adaptation,4555189.0,MCO,USD current
2021,Monaco,Cross-cutting,2509460.8,MCO,USD current
2021,Monaco,Mitigation,778642.5,MCO,USD current
2022,Monaco,Adaptation,836216.1,MCO,USD current
2022,Monaco,Cross-cutting,331265.12,MCO,USD current
2022,Monaco,Mitigation,262908.8,MCO,USD current
2012,Netherlands,Adaptation,251439870.0,NLD,USD current
2012,Netherlands,Cross-cutting,113737800.0,NLD,USD current
2012,Netherlands,Mitigation,75907464.0,NLD,USD current
2013,Netherlands,Climate unspecified,89004376.0,NLD,USD current
2013,Netherlands,Adaptation,516818560.0,NLD,USD current
2013,Netherlands,Cross-cutting,168574420.0,NLD,USD current
2013,Netherlands,Mitigation,51738800.0,NLD,USD current
2014,Netherlands,Climate unspecified,84627200.0,NLD,USD current
2014,Netherlands,Adaptation,311259840.0,NLD,USD current
2014,Netherlands,Cross-cutting,26517534.0,NLD,USD current
2014,Netherlands,Mitigation,92369590.0,NLD,USD current
2015,Netherlands,Climate unspecified,114044530.0,NLD,USD current
2015,Netherlands,Adaptation,728875000.0,NLD,USD current
2015,Netherlands,Cross-cutting,239236980.0,NLD,USD current
2015,Netherlands,Mitigation,41928910.0,NLD,USD current
2016,Netherlands,Climate unspecified,153663700.0,NLD,USD current
2016,Netherlands,Adaptation,380004220.0,NLD,USD current
2016,Netherlands,Cross-cutting,207478910.0,NLD,USD current
2016,Netherlands,Mitigation,11167424.0,NLD,USD current
2017,Netherlands,Climate unspecified,81765650.0,NLD,USD current
2017,Netherlands,Adaptation,456223600.0,NLD,USD current
2017,Netherlands,Cross-cutting,232957630.0,NLD,USD current
2017,Netherlands,Mitigation,31366160.0,NLD,USD current
2018,Netherlands,Climate unspecified,195297730.0,NLD,USD current
2018,Netherlands,Adaptation,367129800.0,NLD,USD current
2018,Netherlands,Cross-cutting,400575870.0,NLD,USD current
2018,Netherlands,Mitigation,116721950.0,NLD,USD current
2019,Netherlands,Climate unspecified,239541800.0,NLD,USD current
2019,Netherlands,Adaptation,798298900.0,NLD,USD current
2019,Netherlands,Cross-cutting,409584800.0,NLD,USD current
2019,Netherlands,Mitigation,68193760.0,NLD,USD current
2020,Netherlands,Climate unspecified,228736290.0,NLD,USD current
2020,Netherlands,Adaptation,665409700.0,NLD,USD current
2020,Netherlands,Cross-cutting,796325200.0,NLD,USD current
2020,Netherlands,Mitigation,265026560.0,NLD,USD current
2021,Netherlands,Climate unspecified,156080000.0,NLD,USD current
2021,Netherlands,Adaptation,608561500.0,NLD,USD current
2021,Netherlands,Cross-cutting,429248450.0,NLD,USD current
2021,Netherlands,Mitigation,73013950.0,NLD,USD current
2022,Netherlands,Climate unspecified,231077310.0,NLD,USD current
2022,Netherlands,Adaptation,1096645100.0,NLD,USD current
2022,Netherlands,Cross-cutting,422357900.0,NLD,USD current
2022,Netherlands,Mitigation,268552500.0,NLD,USD current
2012,New Zealand,Climate unspecified,484057.8,NZL,USD current
2012,New Zealand,Adaptation,6065268.0,NZL,USD current
2012,New Zealand,Cross-cutting,2735160.8,NZL,USD current
2012,New Zealand,Mitigation,10393930.0,NZL,USD current
2013,New Zealand,Climate unspecified,9458967.0,NZL,USD current
2013,New Zealand,Adaptation,6414947.0,NZL,USD current
2013,New Zealand,Cross-cutting,3581074.2,NZL,USD current
2013,New Zealand,Mitigation,18911646.0,NZL,USD current
2014,New Zealand,Climate unspecified,6464365.5,NZL,USD current
2014,New Zealand,Adaptation,32464768.0,NZL,USD current
2014,New Zealand,Cross-cutting,28123648.0,NZL,USD current
2014,New Zealand,Mitigation,30385244.0,NZL,USD current
2015,New Zealand,Climate unspecified,7598332.0,NZL,USD current
2015,New Zealand,Adaptation,30993322.0,NZL,USD current
2015,New Zealand,Cross-cutting,9603814.0,NZL,USD current
2015,New Zealand,Mitigation,4552719.0,NZL,USD current
2016,New Zealand,Climate unspecified,5658145.5,NZL,USD current
2016,New Zealand,Adaptation,12473212.0,NZL,USD current
2016,New Zealand,Cross-cutting,12403234.0,NZL,USD current
2016,New Zealand,Mitigation,3191785.0,NZL,USD current
2017,New Zealand,Climate unspecified,5000598.5,NZL,USD current
2017,New Zealand,Adaptation,8013358.0,NZL,USD current
2017,New Zealand,Cross-cutting,33441098.0,NZL,USD current
2017,New Zealand,Mitigation,11813982.0,NZL,USD current
2018,New Zealand,Climate unspecified,9275116.0,NZL,USD current
2018,New Zealand,Adaptation,38605264.0,NZL,USD current
2018,New Zealand,Cross-cutting,33599656.0,NZL,USD current
2018,New Zealand,Mitigation,2825720.0,NZL,USD current
2019,New Zealand,Climate unspecified,20278868.0,NZL,USD current
2019,New Zealand,Adaptation,65245640.0,NZL,USD current
2019,New Zealand,Cross-cutting,31701848.0,NZL,USD current
2019,New Zealand,Mitigation,9105864.0,NZL,USD current
2020,New Zealand,Climate unspecified,8314461.0,NZL,USD current
2020,New Zealand,Adaptation,82166060.0,NZL,USD current
2020,New Zealand,Cross-cutting,49918756.0,NZL,USD current
2020,New Zealand,Mitigation,14048576.0,NZL,USD current
2021,New Zealand,Climate unspecified,9161039.0,NZL,USD current
2021,New Zealand,Adaptation,74894630.0,NZL,USD current
2021,New Zealand,Cross-cutting,33335886.0,NZL,USD current
2021,New Zealand,Mitigation,18518146.0,NZL,USD current
2022,New Zealand,Climate unspecified,10962973.0,NZL,USD current
2022,New Zealand,Adaptation,58828452.0,NZL,USD current
2022,New Zealand,Cross-cutting,48103052.0,NZL,USD current
2022,New Zealand,Mitigation,552000.0,NZL,USD current
2012,Norway,Climate unspecified,49456824.0,NOR,USD current
2012,Norway,Adaptation,142069660.0,NOR,USD current
2012,Norway,Cross-cutting,114485144.0,NOR,USD current
2012,Norway,Mitigation,608094660.0,NOR,USD current
2013,Norway,Climate unspecified,118005300.0,NOR,USD current
2013,Norway,Adaptation,238607900.0,NOR,USD current
2013,Norway,Cross-cutting,181043710.0,NOR,USD current
2013,Norway,Mitigation,565873340.0,NOR,USD current
2014,Norway,Climate unspecified,123588480.0,NOR,USD current
2014,Norway,Adaptation,84752220.0,NOR,USD current
2014,Norway,Cross-cutting,256876800.0,NOR,USD current
2014,Norway,Mitigation,929502100.0,NOR,USD current
2015,Norway,Climate unspecified,114039160.0,NOR,USD current
2015,Norway,Adaptation,28950816.0,NOR,USD current
2015,Norway,Cross-cutting,62000230.0,NOR,USD current
2015,Norway,Mitigation,706514100.0,NOR,USD current
2016,Norway,Climate unspecified,108054950.0,NOR,USD current
2016,Norway,Adaptation,39607036.0,NOR,USD current
2016,Norway,Cross-cutting,51774820.0,NOR,USD current
2016,Norway,Mitigation,462499970.0,NOR,USD current
2017,Norway,Climate unspecified,134315440.0,NOR,USD current
2017,Norway,Adaptation,90868030.0,NOR,USD current
2017,Norway,Cross-cutting,55535388.0,NOR,USD current
2017,Norway,Mitigation,714745700.0,NOR,USD current
2018,Norway,Climate unspecified,133763390.0,NOR,USD current
2018,Norway,Adaptation,139257500.0,NOR,USD current
2018,Norway,Cross-cutting,104627670.0,NOR,USD current
2018,Norway,Mitigation,790598900.0,NOR,USD current
2019,Norway,Climate unspecified,148608380.0,NOR,USD current
2019,Norway,Adaptation,58025816.0,NOR,USD current
2019,Norway,Cross-cutting,64927640.0,NOR,USD current
2019,Norway,Mitigation,500180830.0,NOR,USD current
2020,Norway,Climate unspecified,218154800.0,NOR,USD current
2020,Norway,Adaptation,151250660.0,NOR,USD current
2020,Norway,Cross-cutting,52114760.0,NOR,USD current
2020,Norway,Mitigation,493685950.0,NOR,USD current
2021,Norway,Climate unspecified,187120750.0,NOR,USD current
2021,Norway,Adaptation,225756060.0,NOR,USD current
2021,Norway,Cross-cutting,115194136.0,NOR,USD current
2021,Norway,Mitigation,1175417200.0,NOR,USD current
2022,Norway,Climate unspecified,224914510.0,NOR,USD current
2022,Norway,Adaptation,205372640.0,NOR,USD current
2022,Norway,Cross-cutting,221344420.0,NOR,USD current
2022,Norway,Mitigation,1138433900.0,NOR,USD current
2013,Poland,Climate unspecified,2322237.2,POL,USD current
2013,Poland,Adaptation,805490.5,POL,USD current
2013,Poland,Cross-cutting,6341418.0,POL,USD current
2013,Poland,Mitigation,877994.5,POL,USD current
2014,Poland,Climate unspecified,2354797.5,POL,USD current
2014,Poland,Adaptation,833623.75,POL,USD current
2014,Poland,Cross-cutting,2336322.2,POL,USD current
2014,Poland,Mitigation,365924.75,POL,USD current
2015,Poland,Climate unspecified,5921934.0,POL,USD current
2015,Poland,Adaptation,1011992.1,POL,USD current
2015,Poland,Cross-cutting,118004.39,POL,USD current
2015,Poland,Mitigation,1852390.9,POL,USD current
2016,Poland,Climate unspecified,21873592.0,POL,USD current
2016,Poland,Adaptation,1024422.56,POL,USD current
2016,Poland,Cross-cutting,232647.8,POL,USD current
2016,Poland,Mitigation,1179670.4,POL,USD current
2017,Poland,Climate unspecified,14895663.0,POL,USD current
2017,Poland,Adaptation,1789199.5,POL,USD current
2017,Poland,Cross-cutting,85752.23,POL,USD current
2017,Poland,Mitigation,375514.28,POL,USD current
2018,Poland,Climate unspecified,13346277.0,POL,USD current
2018,Poland,Adaptation,62567150.0,POL,USD current
2018,Poland,Cross-cutting,271747.2,POL,USD current
2018,Poland,Mitigation,520263.62,POL,USD current
2019,Poland,Climate unspecified,26957600.0,POL,USD current
2019,Poland,Adaptation,2530349.0,POL,USD current
2019,Poland,Cross-cutting,701483.5,POL,USD current
2019,Poland,Mitigation,4404679.5,POL,USD current
2020,Poland,Climate unspecified,9776200.0,POL,USD current
2020,Poland,Adaptation,5445663.5,POL,USD current
2020,Poland,Cross-cutting,719170.6,POL,USD current
2020,Poland,Mitigation,727316.4,POL,USD current
2021,Poland,Climate unspecified,8968999.0,POL,USD current
2021,Poland,Adaptation,1565518.5,POL,USD current
2021,Poland,Cross-cutting,1481612.0,POL,USD current
2021,Poland,Mitigation,374101.12,POL,USD current
2022,Poland,Climate unspecified,9944366.0,POL,USD current
2022,Poland,Adaptation,7252651.0,POL,USD current
2022,Poland,Cross-cutting,2626212.0,POL,USD current
2022,Poland,Mitigation,194174.75,POL,USD current
2012,Portugal,Climate unspecified,883696.5,PRT,USD current
2012,Portugal,Adaptation,141388.16,PRT,USD current
2012,Portugal,Cross-cutting,170951.16,PRT,USD current
2012,Portugal,Mitigation,18994858.0,PRT,USD current
2013,Portugal,Climate unspecified,1915755.8,PRT,USD current
2013,Portugal,Adaptation,258953.81,PRT,USD current
2013,Portugal,Cross-cutting,619701.25,PRT,USD current
2013,Portugal,Mitigation,21013522.0,PRT,USD current
2014,Portugal,Climate unspecified,1980390.5,PRT,USD current
2014,Portugal,Adaptation,1291965.0,PRT,USD current
2014,Portugal,Cross-cutting,2137288.0,PRT,USD current
2014,Portugal,Mitigation,9543641.0,PRT,USD current
2015,Portugal,Climate unspecified,1742627.0,PRT,USD current
2015,Portugal,Adaptation,480998.75,PRT,USD current
2015,Portugal,Cross-cutting,3745591.8,PRT,USD current
2015,Portugal,Mitigation,16424000.0,PRT,USD current
2016,Portugal,Climate unspecified,3863081.0,PRT,USD current
2016,Portugal,Adaptation,843321.94,PRT,USD current
2016,Portugal,Cross-cutting,852072.3,PRT,USD current
2016,Portugal,Mitigation,1194252.0,PRT,USD current
2017,Portugal,Climate unspecified,15798733.0,PRT,USD current
2017,Portugal,Adaptation,3936023.0,PRT,USD current
2017,Portugal,Cross-cutting,1393376.1,PRT,USD current
2017,Portugal,Mitigation,682329.0,PRT,USD current
2018,Portugal,Climate unspecified,10748578.0,PRT,USD current
2018,Portugal,Adaptation,1934916.9,PRT,USD current
2018,Portugal,Cross-cutting,900369.4,PRT,USD current
2018,Portugal,Mitigation,678671.1,PRT,USD current
2019,Portugal,Climate unspecified,15104566.0,PRT,USD current
2019,Portugal,Adaptation,2526507.2,PRT,USD current
2019,Portugal,Cross-cutting,556656.2,PRT,USD current
2019,Portugal,Mitigation,3750116.2,PRT,USD current
2020,Portugal,Climate unspecified,3017016.5,PRT,USD current
2020,Portugal,Adaptation,1305990.9,PRT,USD current
2020,Portugal,Cross-cutting,4398.8604,PRT,USD current
2020,Portugal,Mitigation,471149.84,PRT,USD current
2021,Portugal,Climate unspecified,4148296.0,PRT,USD current
2021,Portugal,Adaptation,1006614.4,PRT,USD current
2021,Portugal,Cross-cutting,1494062.1,PRT,USD current
2021,Portugal,Mitigation,1018591.6,PRT,USD current
2022,Portugal,Climate unspecified,10868330.0,PRT,USD current
2022,Portugal,Adaptation,1259514.2,PRT,USD current
2022,Portugal,Cross-cutting,970673.06,PRT,USD current
2022,Portugal,Mitigation,1574747.0,PRT,USD current
2021,Qatar,Climate unspecified,500000.0,QAT,USD current
2022,Qatar,Adaptation,3100210.0,QAT,USD current
2022,Qatar,Cross-cutting,9920715.0,QAT,USD current
2022,Qatar,Mitigation,300000.0,QAT,USD current
2014,Romania,Climate unspecified,1069627.4,ROU,USD current
2014,Romania,Adaptation,329411.75,ROU,USD current
2015,Romania,Climate unspecified,2335129.0,ROU,USD current
2016,Romania,Climate unspecified,2211158.2,ROU,USD current
2016,Romania,Cross-cutting,150264.81,ROU,USD current
2017,Romania,Climate unspecified,38111.25,ROU,USD current
2017,Romania,Cross-cutting,40599.984,ROU,USD current
2018,Romania,Climate unspecified,2596980.8,ROU,USD current
2018,Romania,Adaptation,71160.04,ROU,USD current
2018,Romania,Mitigation,21491.084,ROU,USD current
2019,Romania,Climate unspecified,2301337.5,ROU,USD current
2020,Romania,Climate unspecified,4628178.5,ROU,USD current
2020,Romania,Cross-cutting,57835.17,ROU,USD current
2020,Romania,Mitigation,152252.12,ROU,USD current
2021,Romania,Climate unspecified,7782249.0,ROU,USD current
2021,Romania,Adaptation,237.72804,ROU,USD current
2021,Romania,Mitigation,52736.99,ROU,USD current
2022,Romania,Climate unspecified,5923817.5,ROU,USD current
2015,Russia,Climate unspecified,26577392.0,RUS,USD current
2016,Russia,Climate unspecified,17247736.0,RUS,USD current
2017,Russia,Climate unspecified,110774610.0,RUS,USD current
2018,Russia,Climate unspecified,101277550.0,RUS,USD current
2019,Russia,Climate unspecified,106348530.0,RUS,USD current
2020,Russia,Climate unspecified,25149564.0,RUS,USD current
2015,Saudi Arabia,Climate unspecified,18583508.0,SAU,USD current
2016,Saudi Arabia,Climate unspecified,57633684.0,SAU,USD current
2017,Saudi Arabia,Climate unspecified,54781310.0,SAU,USD current
2019,Saudi Arabia,Climate unspecified,12933107.0,SAU,USD current
2020,Saudi Arabia,Climate unspecified,23007840.0,SAU,USD current
2021,Saudi Arabia,Climate unspecified,36681948.0,SAU,USD current
2022,Saudi Arabia,Climate unspecified,71339360.0,SAU,USD current
2013,Slovak Republic,Climate unspecified,587740.8,SVK,USD current
2013,Slovak Republic,Adaptation,258030.0,SVK,USD current
2013,Slovak Republic,Mitigation,513450.0,SVK,USD current
2014,Slovak Republic,Climate unspecified,867386.4,SVK,USD current
2014,Slovak Republic,Adaptation,6630.0,SVK,USD current
2014,Slovak Republic,Cross-cutting,74300.0,SVK,USD current
2014,Slovak Republic,Mitigation,103490.0,SVK,USD current
2015,Slovak Republic,Climate unspecified,2050200.4,SVK,USD current
2015,Slovak Republic,Adaptation,299500.0,SVK,USD current
2016,Slovak Republic,Climate unspecified,294152.47,SVK,USD current
2016,Slovak Republic,Adaptation,60100.0,SVK,USD current
2016,Slovak Republic,Mitigation,31110.0,SVK,USD current
2017,Slovak Republic,Climate unspecified,1068270.5,SVK,USD current
2017,Slovak Republic,Adaptation,281520.0,SVK,USD current
2017,Slovak Republic,Mitigation,152850.0,SVK,USD current
2018,Slovak Republic,Climate unspecified,1645885.8,SVK,USD current
2018,Slovak Republic,Adaptation,255590.0,SVK,USD current
2018,Slovak Republic,Cross-cutting,34840.0,SVK,USD current
2018,Slovak Republic,Mitigation,59010.0,SVK,USD current
2019,Slovak Republic,Climate unspecified,3664685.8,SVK,USD current
2019,Slovak Republic,Cross-cutting,2049510.0,SVK,USD current
2019,Slovak Republic,Mitigation,1078530.0,SVK,USD current
2020,Slovak Republic,Climate unspecified,1448559.6,SVK,USD current
2020,Slovak Republic,Adaptation,10260.0,SVK,USD current
2020,Slovak Republic,Cross-cutting,515970.0,SVK,USD current
2020,Slovak Republic,Mitigation,385960.0,SVK,USD current
2021,Slovak Republic,Climate unspecified,2941348.8,SVK,USD current
2021,Slovak Republic,Cross-cutting,455176.25,SVK,USD current
2021,Slovak Republic,Mitigation,756181.4,SVK,USD current
2022,Slovak Republic,Climate unspecified,3777127.2,SVK,USD current
2022,Slovak Republic,Adaptation,377214.22,SVK,USD current
2022,Slovak Republic,Cross-cutting,173929.97,SVK,USD current
2022,Slovak Republic,Mitigation,1326145.8,SVK,USD current
2012,Slovenia,Climate unspecified,183584.52,SVN,USD current
2012,Slovenia,Adaptation,350886.88,SVN,USD current
2012,Slovenia,Cross-cutting,959845.1,SVN,USD current
2012,Slovenia,Mitigation,1557411.4,SVN,USD current
2013,Slovenia,Climate unspecified,1312899.0,SVN,USD current
2013,Slovenia,Adaptation,1109149.1,SVN,USD current
2013,Slovenia,Cross-cutting,1217166.6,SVN,USD current
2013,Slovenia,Mitigation,562948.75,SVN,USD current
2014,Slovenia,Climate unspecified,1147697.2,SVN,USD current
2014,Slovenia,Adaptation,597988.56,SVN,USD current
2014,Slovenia,Cross-cutting,206010.88,SVN,USD current
2014,Slovenia,Mitigation,786058.1,SVN,USD current
2015,Slovenia,Climate unspecified,1327212.8,SVN,USD current
2015,Slovenia,Adaptation,1350438.1,SVN,USD current
2015,Slovenia,Cross-cutting,110704.38,SVN,USD current
2015,Slovenia,Mitigation,87046.086,SVN,USD current
2016,Slovenia,Climate unspecified,1744490.6,SVN,USD current
2016,Slovenia,Adaptation,662514.4,SVN,USD current
2016,Slovenia,Cross-cutting,411268.38,SVN,USD current
2016,Slovenia,Mitigation,303861.8,SVN,USD current
2017,Slovenia,Climate unspecified,1555309.9,SVN,USD current
2017,Slovenia,Adaptation,370521.9,SVN,USD current
2017,Slovenia,Cross-cutting,455416.53,SVN,USD current
2017,Slovenia,Mitigation,216055.53,SVN,USD current
2018,Slovenia,Climate unspecified,1649714.0,SVN,USD current
2018,Slovenia,Adaptation,270142.0,SVN,USD current
2018,Slovenia,Cross-cutting,7926171.5,SVN,USD current
2018,Slovenia,Mitigation,13125.0,SVN,USD current
2019,Slovenia,Climate unspecified,3479391.5,SVN,USD current
2019,Slovenia,Adaptation,450442.2,SVN,USD current
2019,Slovenia,Cross-cutting,422891.62,SVN,USD current
2019,Slovenia,Mitigation,1904503.9,SVN,USD current
2020,Slovenia,Climate unspecified,1419923.5,SVN,USD current
2020,Slovenia,Cross-cutting,148148.14,SVN,USD current
2020,Slovenia,Mitigation,1020359.6,SVN,USD current
2021,Slovenia,Climate unspecified,3777448.0,SVN,USD current
2021,Slovenia,Adaptation,1096062.0,SVN,USD current
2021,Slovenia,Cross-cutting,660288.56,SVN,USD current
2022,Slovenia,Climate unspecified,2828511.8,SVN,USD current
2022,Slovenia,Adaptation,515694.94,SVN,USD current
2022,Slovenia,Cross-cutting,1028280.44,SVN,USD current
2022,Slovenia,Mitigation,1421130.5,SVN,USD current
2012,Spain,Climate unspecified,373401.53,ESP,USD current
2012,Spain,Adaptation,119286860.0,ESP,USD current
2012,Spain,Cross-cutting,67624740.0,ESP,USD current
2012,Spain,Mitigation,21441568.0,ESP,USD current
2013,Spain,Climate unspecified,22280182.0,ESP,USD current
2013,Spain,Adaptation,126217170.0,ESP,USD current
2013,Spain,Cross-cutting,26209900.0,ESP,USD current
2013,Spain,Mitigation,17707624.0,ESP,USD current
2014,Spain,Climate unspecified,98157840.0,ESP,USD current
2014,Spain,Adaptation,98053340.0,ESP,USD current
2014,Spain,Cross-cutting,51333396.0,ESP,USD current
2014,Spain,Mitigation,6655936.0,ESP,USD current
2015,Spain,Climate unspecified,16638056.0,ESP,USD current
2015,Spain,Adaptation,27314950.0,ESP,USD current
2015,Spain,Cross-cutting,13193010.0,ESP,USD current
2015,Spain,Mitigation,18310786.0,ESP,USD current
2016,Spain,Climate unspecified,79769530.0,ESP,USD current
2016,Spain,Adaptation,56156424.0,ESP,USD current
2016,Spain,Cross-cutting,12871463.0,ESP,USD current
2016,Spain,Mitigation,4007927.0,ESP,USD current
2017,Spain,Climate unspecified,187955970.0,ESP,USD current
2017,Spain,Adaptation,42343250.0,ESP,USD current
2017,Spain,Cross-cutting,42388824.0,ESP,USD current
2017,Spain,Mitigation,5682844.0,ESP,USD current
2018,Spain,Climate unspecified,168206670.0,ESP,USD current
2018,Spain,Adaptation,90197790.0,ESP,USD current
2018,Spain,Cross-cutting,88124940.0,ESP,USD current
2018,Spain,Mitigation,26875456.0,ESP,USD current
2019,Spain,Climate unspecified,267868540.0,ESP,USD current
2019,Spain,Adaptation,25579468.0,ESP,USD current
2019,Spain,Cross-cutting,65544980.0,ESP,USD current
2019,Spain,Mitigation,10722156.0,ESP,USD current
2020,Spain,Climate unspecified,183989550.0,ESP,USD current
2020,Spain,Adaptation,29629076.0,ESP,USD current
2020,Spain,Cross-cutting,31975444.0,ESP,USD current
2020,Spain,Mitigation,6276164.0,ESP,USD current
2021,Spain,Climate unspecified,170249680.0,ESP,USD current
2021,Spain,Adaptation,20420384.0,ESP,USD current
2021,Spain,Cross-cutting,73932980.0,ESP,USD current
2021,Spain,Mitigation,7746232.0,ESP,USD current
2022,Spain,Climate unspecified,142806190.0,ESP,USD current
2022,Spain,Adaptation,30647344.0,ESP,USD current
2022,Spain,Cross-cutting,65062344.0,ESP,USD current
2022,Spain,Mitigation,175198980.0,ESP,USD current
2012,Sweden,Climate unspecified,54784576.0,SWE,USD current
2012,Sweden,Adaptation,148209020.0,SWE,USD current
2012,Sweden,Cross-cutting,352732220.0,SWE,USD current
2012,Sweden,Mitigation,60814144.0,SWE,USD current
2013,Sweden,Climate unspecified,169296720.0,SWE,USD current
2013,Sweden,Adaptation,117858910.0,SWE,USD current
2013,Sweden,Cross-cutting,399794050.0,SWE,USD current
2013,Sweden,Mitigation,84685500.0,SWE,USD current
2014,Sweden,Climate unspecified,224990080.0,SWE,USD current
2014,Sweden,Adaptation,237958620.0,SWE,USD current
2014,Sweden,Cross-cutting,438967900.0,SWE,USD current
2014,Sweden,Mitigation,179944540.0,SWE,USD current
2015,Sweden,Climate unspecified,564049150.0,SWE,USD current
2015,Sweden,Adaptation,152703630.0,SWE,USD current
2015,Sweden,Cross-cutting,201188020.0,SWE,USD current
2015,Sweden,Mitigation,121012430.0,SWE,USD current
2016,Sweden,Climate unspecified,139651100.0,SWE,USD current
2016,Sweden,Adaptation,333501760.0,SWE,USD current
2016,Sweden,Cross-cutting,289297920.0,SWE,USD current
2016,Sweden,Mitigation,39984384.0,SWE,USD current
2017,Sweden,Climate unspecified,142289550.0,SWE,USD current
2017,Sweden,Adaptation,150148700.0,SWE,USD current
2017,Sweden,Cross-cutting,346699970.0,SWE,USD current
2017,Sweden,Mitigation,55716930.0,SWE,USD current
2018,Sweden,Climate unspecified,308500600.0,SWE,USD current
2018,Sweden,Adaptation,282854200.0,SWE,USD current
2018,Sweden,Cross-cutting,568653950.0,SWE,USD current
2018,Sweden,Mitigation,162314820.0,SWE,USD current
2019,Sweden,Climate unspecified,193750430.0,SWE,USD current
2019,Sweden,Adaptation,190970600.0,SWE,USD current
2019,Sweden,Cross-cutting,412777380.0,SWE,USD current
2019,Sweden,Mitigation,116132640.0,SWE,USD current
2020,Sweden,Climate unspecified,1068290000.0,SWE,USD current
2020,Sweden,Adaptation,55216224.0,SWE,USD current
2020,Sweden,Cross-cutting,160701150.0,SWE,USD current
2020,Sweden,Mitigation,67895980.0,SWE,USD current
2021,Sweden,Climate unspecified,221197620.0,SWE,USD current
2021,Sweden,Adaptation,332082430.0,SWE,USD current
2021,Sweden,Cross-cutting,253660370.0,SWE,USD current
2021,Sweden,Mitigation,156250670.0,SWE,USD current
2022,Sweden,Climate unspecified,247269180.0,SWE,USD current
2022,Sweden,Adaptation,395521660.0,SWE,USD current
2022,Sweden,Cross-cutting,339450050.0,SWE,USD current
2022,Sweden,Mitigation,112275550.0,SWE,USD current
2012,Switzerland,Climate unspecified,8521831.0,CHE,USD current
2012,Switzerland,Adaptation,222824930.0,CHE,USD current
2012,Switzerland,Cross-cutting,54704230.0,CHE,USD current
2012,Switzerland,Mitigation,133073850.0,CHE,USD current
2013,Switzerland,Climate unspecified,101277660.0,CHE,USD current
2013,Switzerland,Adaptation,263192460.0,CHE,USD current
2013,Switzerland,Cross-cutting,159021140.0,CHE,USD current
